period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2021-04,WV,West Virginia,COM,commercial,147876.0,9.71,52.07974,536.42433,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WV,West Virginia,ALL,all sectors,1023495.0,8.69,213.62657,2458.41117,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WA,Washington,TRA,transportation,5.0,9.83,0.78447,7.98223,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WA,Washington,RES,residential,3212049.0,10.14,302.14218,2980.9267,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WA,Washington,IND,industrial,26828.0,5.66,98.392,1738.02505,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WA,Washington,COM,commercial,392998.0,8.95,203.87559,2278.81195,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,WA,Washington,ALL,all sectors,3631880.0,8.64,605.19424,7005.74593,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VA,Virginia,TRA,transportation,1.0,8.32,1.24219,14.93647,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VA,Virginia,RES,residential,3542697.0,12.66,308.69002,2438.39774,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VA,Virginia,IND,industrial,3678.0,5.47,94.84614,1732.44477,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VA,Virginia,COM,commercial,441133.0,6.59,292.74486,4441.88882,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VA,Virginia,ALL,all sectors,3987509.0,8.08,697.52321,8627.6678,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VT,Vermont,RES,residential,318264.0,19.46,30.11145,154.69721,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VT,Vermont,IND,industrial,248.0,11.0,11.89392,108.15169,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VT,Vermont,COM,commercial,60135.0,16.5,23.28483,141.13418,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,VT,Vermont,ALL,all sectors,378647.0,16.16,65.2902,403.98308,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,UT,Utah,TRA,transportation,1.0,11.61,0.46709,4.02316,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,UT,Utah,RES,residential,1174252.0,9.99,68.54702,686.2811,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NV,Nevada,TRA,transportation,1.0,7.49,0.01515,0.20218,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NV,Nevada,RES,residential,1245179.0,12.16,99.83285,821.14498,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NV,Nevada,IND,industrial,3369.0,5.09,48.20108,947.3703,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NV,Nevada,COM,commercial,171536.0,7.34,68.6023,934.85176,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NV,Nevada,ALL,all sectors,1420085.0,8.01,216.65138,2703.56922,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NE,Nebraska,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NE,Nebraska,RES,residential,868530.0,11.48,74.0008,644.52333,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NE,Nebraska,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NE,Nebraska,IND,industrial,65841.0,8.01,74.73408,932.85472,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NC,North Carolina,RES,residential,4774669.0,11.51,473.40003,4113.25199,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NC,North Carolina,IND,industrial,9509.0,5.84,110.71072,1896.94742,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NC,North Carolina,COM,commercial,729616.0,7.81,290.42952,3719.3085,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NC,North Carolina,ALL,all sectors,5513795.0,8.99,874.6309,9730.68042,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NY,New York,TRA,transportation,8.0,12.01,23.89586,198.89093,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NY,New York,RES,residential,7231021.0,18.55,648.46656,3495.21726,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NY,New York,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NY,New York,IND,industrial,7308.0,5.87,81.88965,1393.96518,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NY,New York,COM,commercial,1165648.0,14.27,732.95911,5137.31941,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NY,New York,ALL,all sectors,8403985.0,14.54,1487.21118,10225.39278,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NM,New Mexico,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NM,New Mexico,RES,residential,913332.0,12.96,58.86425,454.1432,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2021-04,CO,Colorado,COM,commercial,387513.0,10.33,160.02967,1549.172,number of customers,cents per kilowatthour,million dollars,million kilowatthours
